"","yelp_review.business_id","yelp_review.cool","yelp_review.date","yelp_review.funny","yelp_review.review_id","yelp_review.stars","yelp_review.text","yelp_review.useful","yelp_review.user_id"
"11","IkY2ticzHEn4QFn8hQLSWg",0,"2011-01-09 03:50:40",2,"Evk-GCAiJG0lthIuKYwQ-g",2,"Since moving to Philly a few months ago, I had been avoiding going to either Pat's or Geno's due to the depressing reviews. But when our friend came to visit from overseas, I felt obligated to take her on her last night in town. Poor girl had never had a cheesesteak before.  Yeah.  Anyway, I forgot which one was the bigot, Pat or Geno, so we just rocked up to Geno's because Pat's had a bit of a line and Geno's had none. At the time it made perfect sense.   I was going to tell my boyfriend how to order, but decided against it when I realized I didn't care. After ordering at the window, the gruff lady behind the counter translated it as ""Wit Wiz"" to no one in particular. A few minutes later another gruff lady slid open another window, thrust our cheesesteak out, slid the window shut. Boyfriend waved at her to get a drink and got one filled about 2/3 of the way with ice, which you know was exactly what we wanted for standing around in 30 F (before windchill) weather.   The cheesesteak ($7.50? Really?) was utter garbage, and this from someone who's only had a cheesesteak twice before: once from the cart in front of the Liberty Bell Center, and another from some random fast food joint in California the week I found out we were moving to Philly. It's been almost a full 24 hours since I ate the thing (because after taking a few bites neither the boyfriend nor our visiting friend wanted anything to do with it, and I hate to waste food, or in this case, ""food""), and I still feel the bread and cheese pressing down on my appendix.  Half way through abandoning me to my last meal on earth, the assholes decided they wanted to try Pat's instead. I was like, sure, if you help me finish this we can get a cheesesteak from Pat's. My friend rolled her eyes, the boyfriend hailed a cab, and that was the end of that.",2,"6woTWCjHDMEjQclniEei-A"
"12","IkY2ticzHEn4QFn8hQLSWg",1,"2005-05-26 04:20:21",1,"VT5V1Exe7LfzsnJ2XjMAPQ",5,"Geno's is superb, arguably the best in town.  Thick cut meat and fresh cheese.  But one thing... You gotta order it right or it's ""no soup for you, back of the line"" .   Order it like this.... Your cheese (Provolone, American, Whiz (cheez whiz) and with or without (onions) and you can get sauce with it as well. For example: ""Provolone without"" = Provolone cheese steak without onions.  Eat one of these before you black out drunk and you'll wake up feeling fine.",2,"c8qFkI_VusWo0xZvkjfBWQ"
"13","IkY2ticzHEn4QFn8hQLSWg",1,"2017-06-06 19:51:08",0,"tvgZwFNkQGCz-K5jwjSWlg",2,"Bread is ok. Rest of the sandwich is just not good; flavorless, messy (not in a good way), and tastes like it's made with poor quality ingredients. Go to Jim's on South Street for the best.",0,"XbQBvuDIiEFrEUOa2FKdWQ"
"14","IkY2ticzHEn4QFn8hQLSWg",1,"2017-06-17 16:55:00",0,"DvSV1OCRkCRxEPD3lMXg1g",3,"Was told a bit about this spot by some of the locals! Was told this was THE place to go for a philly cheese steak when in Philly!  Maybe it was the hype that lead to the disappointment with the ""Whiz wit Cheese"" The sand which was good but it was far from great! I think the one thing that even made this sandwich even just good was the bread roll that it was served on.  Did not like that I had to go order a side of fries and my drink from a separate window after waiting in a long line to even order the sand which (they do a good job of keeping the lines moving tho)  Overall just a decent spot and nothing more...it's a shame it doesn't live up to the hype.",4,"Oqd7aM5R1uvUW1_sdyJWZA"
"15","IkY2ticzHEn4QFn8hQLSWg",0,"2011-03-20 15:38:58",0,"SQSoHISSwc5Ke8WZpRNXDw",2,"Pat's across the street is MUCH better. These are just sub par to ok not really worth the hype IMO.",0,"tMU3ulAmHyM5cyRXihH4xQ"
"16","IkY2ticzHEn4QFn8hQLSWg",0,"2015-05-12 21:23:48",0,"AWkowoNLgGqS7wrMvUQU4A",5,"A girlfriend and I shared with me two steaks, one from Genos (American cheese steak) & one from pats (whiz cheese steak) and I actually liked Genos better! The whiz cheese was too overwhelming on the steak, couldn't taste the steak much. It's 50 cents less and better service! The cashier at pat's were bit rude bc we didn't know how to order. Lol. But the cashier from Genos were nice and friendly. I wouldn't go back to Pat's if I'm from Philly!",0,"yUfwRB4quy7VULi3Z5wFKg"
"17","IkY2ticzHEn4QFn8hQLSWg",0,"2012-07-16 18:30:23",0,"xxDGlFLlx7YgxAfwhTLfEQ",4,"Made the trip from CT primarily to taste the legends and make the comparison of the two proverbial giants of the Philly Cheesesteak scene, Geno's and Pat's. Did the classic 'Whiz Wit' at each and while neither was anything that absolutely blew me away in taste alone, I won't be driving past without stopping anytime soon. Nothing anyone else hasn't said or doesn't know, but busy, and 'heres-your-change-and-your-sandwich-see-ya' very quick service. No problem here as the food is the star.   In the end, both worthy of the hype but no doubt there's still something better out there. No true discernable taste difference between the two, although the texture of the meat might make a difference to some if comparing the two.   From the standalone perspective: great bread, meat good and tender but limited in taste, and Whiz is Whiz.  The combination works well and IMO that is why they're here. It'd be a regular stop if I lived anywhere close by.",0,"wUgYCxPUMTH-W_Lar8aUdw"
"18","IkY2ticzHEn4QFn8hQLSWg",1,"2008-08-18 18:16:32",1,"RxXcLezlQDqq8QSIEE4HOA",3,"3 = really average.  I liked the wiz. Other than that, the sandwich was pretty blasé.   Definitely overrated, although better than Pat's.  My comparison review:   My comparison review of Genos v. Pats: Despite their poor reviews on Yelp for being over priced, less than spectacular, and staffed by greasy men with the unique streak of arrogance borne of notoriety, we felt that experiencing the origins of the 'steak would be more rewarding than tracking down steakeries more highly regarded by the on-line community.   So off to South Philly we ventured. We had been warned by other steak hunters that the area inhabited by the legendary steakeries was dilapidated and dangerous- so we were happily surprised to find them located in a vibrant community reminiscent of the San Francisco Mission (except with a lot less Latinos and a lot more Italians.)   Arriving unmolested, we broke into teams to procure steaks from each of the shops (without out having to stand in both the long winding lines sequentially.) Our team went to Geno's, while Priscilla, Tammy and Sam went to Pat's to pick up our steaks.  Geno's was interestingly decorated in photo's of the owner and his son posing with scantily-clad, skanky looking women and various celebs, as well as over the top pro-American propaganda and anti-immigrant rhetoric.   I was warned by a woman in line that I must order our steaks with the whiz. Apparently it caused quite an uproar when John Kerry failed to order the traditional ""South Philly,"" from Geno's- note that Pat's doesn't serve the whiz, so apparently the style only represents the north corner of the intersection, rather than all of South Philly.  When I returned to our seats, team 2 had already procured our steaks from Pats. Apparently some confusion had occurred during ordering, and we now had in our possession 7 steaks- 4 from Pats, and 3 from Genos.   Both steaks were pretty basic- thin strips of steak with onions on bland French rolls; Pat's came with the traditional Provolone and Geno's with the aforementioned Cheese Whiz.  I started by eating one half of a Pat's steak. It was decent, but uninspiring. Several members of the expedition complained that Pat's Steaks were too dry. While not overly moist, I didn't share their concern; however the flavor was lacking in my opinion. Pat's Steaks were very bland in flavor, reminding me of my own creations before I got down with Montreal seasoning and fresh garlic. The cheese was also lacking in flavor.   Next, I moved onto a Geno's steak, with the Whiz. I was intrigued by the flavor and consistency of the Whiz; the steak was juicier than Pat's and the Whiz and grease mixed into thin cheese-gravy that soaked the otherwise bland roll. The meat was similarly bland to that of Pat's, but the flavor of the Whiz compensated for the most part.   I ended up consuming about 2.5-3 steaks in various portions in the sitting, as a excess had been ordered and various members of the expedition were unable to complete their missions, so I feel that I am qualified to end the age old debate as to who makes the best Cheese Steak:  Consensus amongst the group was that Geno's made the better steak of the two, but Geno's lost points due to the quasi-racist vibe, and at least 1 member of the expedition didn't care much for the Whiz. If we had spent more than a single night in Philly, we would have undoubtedly searched for less famous, but more delectable competition, but unfortunately we left the City of Brotherly love disappointed by the over-hyped, over-rated 'steaks.   Mike's Ratings: (On a scale from 1-5, 5 being perfect and 1 being inedible.)  Cheese Steak Shop: 4.5-5 (Great tasting, but pretty expensive. I require a 15' to fully satisfy my hunger) Geno's: 3-3.5 (Tasty, also too damn expensive)  Pat's: 2.5-3 (Very bland, I can do better at home.)  Vanessa's Ratings: Cheese Steak Shop: 5 (""Yummy!"") Geno's: 3.5 (""I wouldn't go out of my way to stand in that line & he's racist."") Pat's: 2 (""It was too dry."")  I didn't care much for Geno's arrogance either.",2,"a8wKua129w25q4wtP26p2g"
"19","IkY2ticzHEn4QFn8hQLSWg",0,"2016-04-12 02:46:33",0,"p4BD2rLmDQN2gygctIyCDw",4,"I liked the bread  better then at the place across the street.  I liked that the steak was in larger pieces.  I liked that the wit were nice big chunks.  The wiz wasn't as wizzy as I would have liked, the other place might win there.  My wife likes the other place, I tend to think Geno's win.  The quest for the perfect cheesesteak continues.  Cash only.  $2 soda, a lil cheaper then across the street.  Brighter lit up at night.",0,"sjQODB8onA2ApV4oP3dFQw"
"20","IkY2ticzHEn4QFn8hQLSWg",0,"2016-08-04 11:44:38",0,"fHZ2m-vwaEq2BAnxtRLm5w",3,"Another great option for a cheesesteak in Philly. Nothing fancy, but certainly delicious. Pat's is my place, but Geno's is certainly good as well.",0,"zEfvWoqBiwJSQ_LReT8Fyw"
"21","IkY2ticzHEn4QFn8hQLSWg",0,"2014-01-17 15:12:35",0,"BG2Vc58UQ-XEDooEdGFyZg",2,"Why? I mean I can now say I've gotten an actually philly cheesesteak and it's just sadly disappointing. With wiz or without whatever it's really just kind of sad. Particularly for when it's almost 10 bucks and parking is a bitch. I ended up going somewhere else to eat another cheesesteak (not Pat's) in the same night, just to get the taste out of my mouth basically.",0,"TylOr9YYTV3znqIvH7kdmQ"
"22","IkY2ticzHEn4QFn8hQLSWg",0,"2017-03-03 20:11:59",0,"R4Cj1dVFzV-ub9Zb1le8fA",5,"Geno's is awesome! It is so clean, fast and delicious! Our food was fresh. The place is super clean. And the Staff was great!",0,"BplcWSgl8lZn3yW9Gpo_WA"
"23","IkY2ticzHEn4QFn8hQLSWg",0,"2014-04-20 01:49:13",0,"Q205YaZL7pRUIlteWyzaNw",1,"Geno's is a tourist attraction, not a true Philly cheesesteak joint. They are tossing meat on a roll and charging $9.50 to out of town folks looking for an ""experience"". The steaks are simply not good.  Ride over to Tony Luke's for an authentic Philly cheesesteak. The place is less crowded and the food is so much better. The cheesesteaks are made to order, the rolls have a perfect crust. Just as I remembered when I lived here 20 years ago.",0,"meMByvlMfMi_x-YISoR_Pw"
"24","IkY2ticzHEn4QFn8hQLSWg",0,"2012-02-01 04:10:29",0,"doaXPq7Wah0EzYiTsreiGA",2,"Go else where for a cheesesteak. There are better options. The regular sandwich has a so-so bun and the meat was dry.  The fries were average.   Overrated; went there based on the name only. Go else where.",0,"GrCKTYu9qPiUlowByh3VAA"
"25","IkY2ticzHEn4QFn8hQLSWg",0,"2013-11-14 04:19:26",1,"sa9loVrlkudkaZRz8__LCQ",5,"It's the classic Philly Cheesesteak! What more can you say. Ya gotta go! I can't decide between here and Pat's they're both damn good and pretty similar. Go to both. You decide!",0,"vTAMR7Rg-ZalGBhZkedpcQ"
"26","IkY2ticzHEn4QFn8hQLSWg",0,"2014-08-25 04:38:12",0,"KmCVHH1mAnBltR3W778J4w",4,"Love cheesesteaks here!!!!! I like how they cut their meat thin slice and easy to chew, it was tender and love onions was cook on the point.    The only thing is their service wasn't friendly!!!!",1,"xbjq4lKiZnr8b4_PhjPI6w"
"27","IkY2ticzHEn4QFn8hQLSWg",1,"2009-05-20 21:13:28",0,"Na7wXmdrLCKvYsLd5A1m5g",4,"Have done a taste test between this and pats twice. I would have to say that meat is by far more lean and the bread rocks over their direct competitors. Always a line though - for good reason of course.",1,"g9ZmI_zatZS3XDe_1zUp4A"
"28","IkY2ticzHEn4QFn8hQLSWg",0,"2016-02-24 02:25:16",1,"Dk-RhKse2-dCw2G4Ar7vjw",4,"Yeah we liked Geno's. We liked em at 3:30 am in our Hotel room when ""daddy"" went out to get us one after a long evening. So kinda funny I went to Geno's on the GPS from our airport hotel because Geno's showed up as open 24 hrs on the google search, and they were open. Pat's also looked open, more on that in a second.  Anyways I got us a American, without, and the idea was to stroll over to Pat's also and take her back one of those as well.  We loved the Geno's, the meat is not fine chopped, which I like fine chopped, but the Geno's rolling ear style cut is still good, the bread was awesome, kinda hard but it was still soft! The cheese was good. I would like to get a few more of these down my belt, and the girlfriend liked it too. 24 hours is awesome, good deal.   Anyways about crossing the street, it was 3 am so I got my Geno's and I kinda tucked it to the left thinking maybe the guy's at Pat's didn't see me stop at Geno's and get all offended by the double dipping, but them waiting on an after ego crush wasn't even the case at Pat's because they were cleaning the grill. At least that's what they told me, I like to concoct a story that they were offended I picked Geno's first, but I'm allowed to do that, this is my head. That would be pretty cool if it was like that, my girlfriend and I were throwing our voices all night and the next a.m. playing make believe vocals of some ""tommy yelling about how dare this mf'er go there first and then come to us after, nope f- that guy!"" or"" that guys just got with us and now he's going over there""  Day after we did do Pat's but took a picture for our Geno's review then also since we didn't snap pictures of the actual steak the night before! Check out my other reviews for other steak places in Philadelphia during our stay!",0,"H-rNxBmNtNxi7Sr8yHjY8w"
"29","IkY2ticzHEn4QFn8hQLSWg",1,"2014-11-30 02:03:38",1,"BPH3UDcqM5D-zpl6SJIbmQ",2,"Nope. Geno's just doesn't hold a candle to Pat's. Maybe it's the bread (it tastes really chewy) or the sign that says ""This is America, please speak English"" and ""I want my country back,"" but it just doesn't do it for me like Pat's does. Who would have thought a grandchild of Italian immigrants would be so intolerant? Just head across the street to Pat's for a really good Philly cheesesteak experience, minus the hypocrisy.",2,"5VkCg0iw_r-OXCSNklHN_w"
"30","IkY2ticzHEn4QFn8hQLSWg",0,"2011-04-22 13:46:35",0,"QCnF1HZNMw5yw8XgFBG9rA",2,"I should've listened to all the local fellow yelpers on this one... BUT, we wanted to do our own ""FOOD FEUD"" and started with Geno and then went to Pats...  I probably would've given them a higher rating had we not enjoyed a departure cheesesteak at Carmen's (Reading Market!).  Between Geno and Pat - Geno won for us - the bread was fresh and tasty and the meat (skimpy) was not as greasy as Pat.  It packs a crowd (both establishments), but as a fellow yelper pointed out - it definitely is the tourist trap appeal.  Taste around the city folks, you WILL find a cheesesteak that makes Philly proud!",0,"CS6mIboxyuYyVMAHWbyptw"
"31","IkY2ticzHEn4QFn8hQLSWg",0,"2013-06-24 10:02:16",0,"y2Zyvm-wafGEPlUz8aGBIw",4,"I don't care what anyone says, the steaks here are fabulous. The staff isn't the friendliest but its Philadelphia for gods sakes! A true landmark.",0,"_G1HdadtZojAabdOfvQAmw"
"32","IkY2ticzHEn4QFn8hQLSWg",2,"2014-02-06 05:29:15",0,"l2j54zxGeXWjQl9fDbdJEQ",1,"Yuck. This place was so full of racist and ethnically hostile political signs against immigrants that I couldn't even bring myself to buy a cheesesteak from them, but I have tasted their steaks.  They're not very goodl.  I'm never going back to the place...  When I first moved to Philly 5 years ago, a few friends from NYC visited and wanted to try Pat's and Geno's.  They're across the street from each other.  They seem like mostly tourist places.  At that point, I had never tried either.  Most of my friends ordered steaks at Geno's first, because it's the first place we encountered on our walk there.  So, I waited in line with my friends (prepared to order my own), but was shocked by all the extremely prejudiced and ethnically/racially hostile signs all over the place.  Seriously, I'm embarrassed this is a celebrated Philadelphia ""establishment,"" we should all be embarrassed about that type of ""in your face"" prejudice.  The people working behind the counter also seemed rude, so I went across the street to Pat's and picked up a cheesesteak.    On the upside, Pat's wasn't full of offensive signs.  But both steaks were comparable, and not that great.   Now I know that Jim's on South St. and Steve's Prince of Steaks in NorthEast Philly are the best classic cheese steaks in Philly.  If you want a good cheesesteak, try Jim's or Steve's: They're much better (delicious) cheesesteaks.  Plus, you won't be supporting that kind of blatant prejudice!",10,"oN9x7xa6aitLx1QBVW_laQ"
"33","IkY2ticzHEn4QFn8hQLSWg",3,"2009-08-11 18:28:12",0,"A2v08KkylN2MTokLKWaQnw",1,"Only thing cool about this place is the lighted signs. This place always has shorter lines than Pat's because the cheesesteak is not as good. It's by no means bad, but it's not that great. Cheese fries are not that great either. Plus the staff is EXTREMELY rude and they have racist signs posted on the walls discouraging immigrants and others who can't speak english. Are you friggin kidding me??? your parents/grandparents ancestors aren't immigrants from Italy?? Avoid this place, it blows.",3,"Jxo1vOk_tf8DelsXyQbbFw"
"34","IkY2ticzHEn4QFn8hQLSWg",0,"2015-01-18 22:34:44",0,"dr9CP173QjAZNlb08Qi-Cg",1,"Total tourist trap.  Super expensive steak ummmm on limp bread.  Not Philly's best steak by a long shot.  Go someplace else.",0,"cCYArHl94nio8-9032ut9A"
"35","IkY2ticzHEn4QFn8hQLSWg",0,"2014-01-19 13:58:27",0,"b1gy998txCE1eQEO0v825w",2,"Over price and over rated. Customer service is not the same as 15 years ago.  An employee at geno told me to get a cup from pats since I was holding a pats bag.  My friend and I eat from both places and never pats ever blew me off... I think they forgot where they came from.",0,"_M0Qb9d0ictaL0u0hxmFZQ"
"36","IkY2ticzHEn4QFn8hQLSWg",0,"2011-10-27 20:58:18",0,"HIZAWU9U9sKtdW7_PPbHsA",1,"fuck this place...bad food and bad service.   fuck the all the minimum wage workers that work there cuz they all got bad attitudes.",0,"rwunB1NCVJnBMLM83_vv4g"
"37","IkY2ticzHEn4QFn8hQLSWg",1,"2009-08-04 17:17:30",1,"N4u4tyEQZmECqBFafguIbQ",3,"More of a 2.5, but I rounded up. As I'm sitting here in PHL eating a philly cheesesteak  (shout-out to Jet Rock Bar & Grill in terminal D!) I can't say I'm deriving any less satisfaction from it than the one I had from Geno's.   The cheesesteak at Geno's is by no means NASTY, but c'mon, this is supposed to be Philly's best? The rainbow colored neon signs that we saw 5 blocks away showed promise (Pat's, you've gotta work on the decor, your place looks downright morbid compared to Geno's fluorescent faux-Vegas lights and like a flying insect I was inexplicably drawn to it) but the sandwich left something to be desired. Everything was just so.. average. Probably a little bit on the bland side, even. I don't know, I think I'd rather have a cheesesteak from Charley's at the mall.   p.s. Mean workers :( and shady-lookin' neighborhood.",1,"yMfkw9r6bhqC0sUSvbPLpQ"
"38","IkY2ticzHEn4QFn8hQLSWg",1,"2014-06-14 15:10:53",8,"vogmLMVzE_7V0hKIpHry7A",1,"If I wanted an armpit wit cheese, I would ask for it. But you can't. You have to order in a ""special"" ;-) language, or else! Heavs forbid someone taint their holy earholes with a friendly ""Hola, neccessito mucho queso adicional, para mi pinga!""",2,"-YzRIBJT0k6qyHqkDTUt_g"
"39","IkY2ticzHEn4QFn8hQLSWg",0,"2013-11-14 14:00:10",0,"ogthGahAWFhjJkjwwrZSrA",3,"I guess it depends on what you are looking for. Personally i am a fan of ishkabibbles on south street.",1,"jLKBQVdcHKJLh0nusE5sfA"
"40","IkY2ticzHEn4QFn8hQLSWg",0,"2015-10-23 17:20:27",0,"cuj8HdMwK42fbGTozDM7Jg",1,"I cringed just giving this place one star! It is crap! The cheesesteak was dry! My meet was cold and every slice of meet was trimmed in loads of fat! They're robbing tourists with this crap sandwich which costs a whopping $10! Do yourself a favor and stay away! Subway's steak sandwich is better! And.. if you want to know what a really good steak sandwich is like, come down to New Orleans and try a roast beef poboy.... that is how it's done!",0,"RpxQ6TjGrYmJziVhb-Se3Q"
"41","IkY2ticzHEn4QFn8hQLSWg",2,"2012-01-03 16:13:56",0,"AGXie-erY3kWLqz-Z7ZLmA",1,"Geno's & Pat's may have a notable history and role in what they've done for our City, but lets not kid ourselves here...these are seriously the worst cheesesteaks you can get in Philly.  They've become the fast-food version of a great sandwich, like a steak shop equivalent of McDonald's and Burger King, right across the street from each other. If you're in a pinch, they'll do, as they're the only places (that I know of) that are open 24 hours. But much better sandwiches can be had elsewhere.",1,"nqHmFx837BIlsYNX5LsR4w"
"42","IkY2ticzHEn4QFn8hQLSWg",1,"2016-09-06 08:51:41",1,"5cgsEpu4L1Q6PTzcXnYqqw",3,"Very very long line. I don't really see what the fuss is about these places. There are total tourist traps but you have to try at least once. Genos cheese steak was better put together. The meat is one piece with cheese, peppers and mushrooms but it was lacking the flavor Pat's had. But Pat's was a lot messier and harder to eat. You do have to eat them both right away because the bread gets saggy really easy",2,"dils1_8BuzqAeFLbzv8MHg"
"43","IkY2ticzHEn4QFn8hQLSWg",0,"2016-10-02 22:07:31",0,"PZdWcSJQhFPy4zV7f6-hDA",2,"Well, in the great debate... we were Pat's fans over Geno's. Trying the wiz, peppers & onions the meat quality was less appealing than Pat's and there was too much cheese.  We also tried the cheese fries, which were a good addition. They were hot & crispy which made them enjoyable.",0,"MXE5dJEqzzfKDLEGkHbdVA"
